,Start Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
8696,2/1/2020,OR,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,some
8697,2/1/2020,OR,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,92.0,92.0,some
8698,2/1/2020,OR,Respiratory diseases,Respiratory failure,J96,0-24,0.0,0.0,some
8702,2/1/2020,OR,Respiratory diseases,Respiratory failure,J96,55-64,26.0,27.0,some
8703,2/1/2020,OR,Respiratory diseases,Respiratory failure,J96,65-74,55.0,57.0,some
8704,2/1/2020,OR,Respiratory diseases,Respiratory failure,J96,75-84,94.0,97.0,some
8705,2/1/2020,OR,Respiratory diseases,Respiratory failure,J96,85+,83.0,86.0,some
8706,2/1/2020,OR,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,some
8707,2/1/2020,OR,Respiratory diseases,Respiratory failure,J96,All Ages,271.0,280.0,some
8708,2/1/2020,OR,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,0.0,some
8709,2/1/2020,OR,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0,0.0,some
8710,2/1/2020,OR,Respiratory diseases,Respiratory arrest,R09.2,35-44,0.0,0.0,some
8716,2/1/2020,OR,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,0.0,some
8717,2/1/2020,OR,Respiratory diseases,Respiratory arrest,R09.2,All Ages,14.0,14.0,some
8718,2/1/2020,OR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,0.0,some
8719,2/1/2020,OR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0.0,0.0,some
8721,2/1/2020,OR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,0.0,0.0,some
8724,2/1/2020,OR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,13.0,13.0,some
8725,2/1/2020,OR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,13.0,13.0,some
8726,2/1/2020,OR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,0.0,some
8727,2/1/2020,OR,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,39.0,40.0,some
8728,2/1/2020,OR,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,0.0,some
8729,2/1/2020,OR,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,0.0,0.0,some
8732,2/1/2020,OR,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,13.0,13.0,some
8733,2/1/2020,OR,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,21.0,21.0,some
8734,2/1/2020,OR,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,42.0,42.0,some
8735,2/1/2020,OR,Circulatory diseases,Hypertensive diseases,I10-I15,85+,62.0,63.0,some
8736,2/1/2020,OR,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,0.0,some
8737,2/1/2020,OR,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,145.0,146.0,some
8738,2/1/2020,OR,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,0.0,some
8739,2/1/2020,OR,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,0.0,some
8740,2/1/2020,OR,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,0.0,0.0,some
8742,2/1/2020,OR,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,10.0,11.0,some
8743,2/1/2020,OR,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,16.0,18.0,some
8744,2/1/2020,OR,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,29.0,30.0,some
8745,2/1/2020,OR,Circulatory diseases,Ischemic heart disease,I20-I25,85+,42.0,44.0,some
8746,2/1/2020,OR,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,0.0,some
8747,2/1/2020,OR,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,100.0,106.0,some
8748,2/1/2020,OR,Circulatory diseases,Cardiac arrest,I46,0-24,0.0,0.0,some
8749,2/1/2020,OR,Circulatory diseases,Cardiac arrest,I46,25-34,0.0,0.0,some
8750,2/1/2020,OR,Circulatory diseases,Cardiac arrest,I46,35-44,0.0,0.0,some
8752,2/1/2020,OR,Circulatory diseases,Cardiac arrest,I46,55-64,12.0,12.0,some
8754,2/1/2020,OR,Circulatory diseases,Cardiac arrest,I46,75-84,12.0,12.0,some
8756,2/1/2020,OR,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,0.0,some
8757,2/1/2020,OR,Circulatory diseases,Cardiac arrest,I46,All Ages,42.0,42.0,some
8758,2/1/2020,OR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,0.0,some
8759,2/1/2020,OR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,0.0,0.0,some
8760,2/1/2020,OR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,0.0,0.0,some
8763,2/1/2020,OR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,10.0,10.0,some
8764,2/1/2020,OR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,34.0,34.0,some
8765,2/1/2020,OR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,44.0,46.0,some
8766,2/1/2020,OR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,some
8767,2/1/2020,OR,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,95.0,99.0,some
8768,2/1/2020,OR,Circulatory diseases,Heart failure,I50,0-24,0.0,0.0,some
8770,2/1/2020,OR,Circulatory diseases,Heart failure,I50,35-44,0.0,0.0,some
8772,2/1/2020,OR,Circulatory diseases,Heart failure,I50,55-64,10.0,10.0,some
8773,2/1/2020,OR,Circulatory diseases,Heart failure,I50,65-74,15.0,15.0,some
8774,2/1/2020,OR,Circulatory diseases,Heart failure,I50,75-84,28.0,28.0,some
8775,2/1/2020,OR,Circulatory diseases,Heart failure,I50,85+,53.0,53.0,some
8776,2/1/2020,OR,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,some
8777,2/1/2020,OR,Circulatory diseases,Heart failure,I50,All Ages,110.0,110.0,some
8778,2/1/2020,OR,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,0.0,some
8779,2/1/2020,OR,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0.0,0.0,some
8780,2/1/2020,OR,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,0.0,0.0,some
8781,2/1/2020,OR,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,0.0,0.0,some
8783,2/1/2020,OR,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,16.0,17.0,some
8784,2/1/2020,OR,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,21.0,21.0,some
8785,2/1/2020,OR,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,21.0,21.0,some
8786,2/1/2020,OR,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,some
8787,2/1/2020,OR,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,63.0,64.0,some
8788,2/1/2020,OR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0.0,0.0,some
8789,2/1/2020,OR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,0.0,0.0,some
8790,2/1/2020,OR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,0.0,0.0,some
8793,2/1/2020,OR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,18.0,20.0,some
8794,2/1/2020,OR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,28.0,28.0,some
8795,2/1/2020,OR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,28.0,33.0,some
8796,2/1/2020,OR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,some
8797,2/1/2020,OR,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,81.0,88.0,some
8798,2/1/2020,OR,Sepsis,Sepsis,A40-A41,0-24,0.0,0.0,some
8799,2/1/2020,OR,Sepsis,Sepsis,A40-A41,25-34,0.0,0.0,some
8803,2/1/2020,OR,Sepsis,Sepsis,A40-A41,65-74,22.0,22.0,some
8804,2/1/2020,OR,Sepsis,Sepsis,A40-A41,75-84,22.0,22.0,some
8805,2/1/2020,OR,Sepsis,Sepsis,A40-A41,85+,13.0,13.0,some
8806,2/1/2020,OR,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,some
8807,2/1/2020,OR,Sepsis,Sepsis,A40-A41,All Ages,71.0,71.0,some
8808,2/1/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,0.0,some
8809,2/1/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0,0.0,some
8811,2/1/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,0.0,0.0,some
8813,2/1/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,15.0,16.0,some
8814,2/1/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,23.0,30.0,some
8815,2/1/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,17.0,19.0,some
8816,2/1/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,some
8817,2/1/2020,OR,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,60.0,72.0,some
8818,2/1/2020,OR,Diabetes,Diabetes,E10-E14,0-24,0.0,0.0,some
8822,2/1/2020,OR,Diabetes,Diabetes,E10-E14,55-64,31.0,32.0,some
8823,2/1/2020,OR,Diabetes,Diabetes,E10-E14,65-74,38.0,38.0,some
8824,2/1/2020,OR,Diabetes,Diabetes,E10-E14,75-84,47.0,47.0,some
8825,2/1/2020,OR,Diabetes,Diabetes,E10-E14,85+,42.0,42.0,some
8826,2/1/2020,OR,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,some
8827,2/1/2020,OR,Diabetes,Diabetes,E10-E14,All Ages,167.0,168.0,some
8828,2/1/2020,OR,Obesity,Obesity,E65-E68,0-24,0.0,0.0,some
8833,2/1/2020,OR,Obesity,Obesity,E65-E68,65-74,19.0,19.0,some
8836,2/1/2020,OR,Obesity,Obesity,E65-E68,Not stated,0.0,0.0,some
8837,2/1/2020,OR,Obesity,Obesity,E65-E68,All Ages,47.0,47.0,some
8838,2/1/2020,OR,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,0.0,some
8839,2/1/2020,OR,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,some
8840,2/1/2020,OR,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,some
8841,2/1/2020,OR,Alzheimer disease,Alzheimer disease,G30,45-54,0.0,0.0,some
8844,2/1/2020,OR,Alzheimer disease,Alzheimer disease,G30,75-84,28.0,28.0,some
8845,2/1/2020,OR,Alzheimer disease,Alzheimer disease,G30,85+,53.0,53.0,some
8846,2/1/2020,OR,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,some
8847,2/1/2020,OR,Alzheimer disease,Alzheimer disease,G30,All Ages,86.0,86.0,some
8848,2/1/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,some
8849,2/1/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,some
8850,2/1/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,0.0,some
8851,2/1/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0,0.0,some
8853,2/1/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,19.0,19.0,some
8854,2/1/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,59.0,59.0,some
8855,2/1/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,100.0,100.0,some
8856,2/1/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,some
8857,2/1/2020,OR,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,184.0,184.0,some
8858,2/1/2020,OR,Renal failure,Renal failure,N17-N19,0-24,0.0,0.0,some
8860,2/1/2020,OR,Renal failure,Renal failure,N17-N19,35-44,0.0,0.0,some
8863,2/1/2020,OR,Renal failure,Renal failure,N17-N19,65-74,23.0,24.0,some
8864,2/1/2020,OR,Renal failure,Renal failure,N17-N19,75-84,25.0,28.0,some
8865,2/1/2020,OR,Renal failure,Renal failure,N17-N19,85+,25.0,25.0,some
8866,2/1/2020,OR,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,some
8867,2/1/2020,OR,Renal failure,Renal failure,N17-N19,All Ages,86.0,92.0,some
8868,2/1/2020,OR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,0.0,0.0,some
8869,2/1/2020,OR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0.0,0.0,some
8870,2/1/2020,OR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,0.0,0.0,some
8876,2/1/2020,OR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,some
8877,2/1/2020,OR,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,25.0,47.0,some
8878,2/1/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,0.0,0.0,some
8881,2/1/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,21.0,35.0,some
8882,2/1/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,53.0,90.0,some
8883,2/1/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,91.0,148.0,some
8884,2/1/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,137.0,224.0,some
8885,2/1/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,148.0,216.0,some
8886,2/1/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,some
8887,2/1/2020,OR,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,460.0,730.0,some
8888,2/1/2020,OR,COVID-19,COVID-19,U071,0-24,0.0,0.0,some
8890,2/1/2020,OR,COVID-19,COVID-19,U071,35-44,15.0,15.0,some
8891,2/1/2020,OR,COVID-19,COVID-19,U071,45-54,36.0,36.0,some
8892,2/1/2020,OR,COVID-19,COVID-19,U071,55-64,110.0,110.0,some
8893,2/1/2020,OR,COVID-19,COVID-19,U071,65-74,173.0,173.0,some
8894,2/1/2020,OR,COVID-19,COVID-19,U071,75-84,297.0,297.0,some
8895,2/1/2020,OR,COVID-19,COVID-19,U071,85+,351.0,351.0,some
8896,2/1/2020,OR,COVID-19,COVID-19,U071,Not stated,0.0,0.0,some
8897,2/1/2020,OR,COVID-19,COVID-19,U071,All Ages,986.0,986.0,some
8899,2/1/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,17.0,17.0,some
8900,2/1/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,46.0,48.0,some
8901,2/1/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,146.0,153.0,some
8902,2/1/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,439.0,451.0,some
8903,2/1/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,917.0,932.0,some
8904,2/1/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,1304.0,1319.0,some
8905,2/1/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,1572.0,1580.0,some
8906,2/1/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,some
8907,2/1/2020,PA,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,4445.0,4504.0,some
8908,2/1/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,0.0,some
8911,2/1/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,26.0,26.0,some
8912,2/1/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,91.0,96.0,some
8913,2/1/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,243.0,250.0,some
8914,2/1/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,351.0,360.0,some
8915,2/1/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,389.0,397.0,some
8916,2/1/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,some
8917,2/1/2020,PA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,1109.0,1138.0,some
8920,2/1/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,14.0,14.0,some
8921,2/1/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,76.0,76.0,some
8922,2/1/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,173.0,173.0,some
8923,2/1/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,291.0,291.0,some
8924,2/1/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,281.0,281.0,some
8925,2/1/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,317.0,317.0,some
8926,2/1/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,some
8927,2/1/2020,PA,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1164.0,1164.0,some
8929,2/1/2020,PA,Respiratory diseases,Respiratory failure,J96,25-34,22.0,22.0,some
8930,2/1/2020,PA,Respiratory diseases,Respiratory failure,J96,35-44,47.0,47.0,some
8931,2/1/2020,PA,Respiratory diseases,Respiratory failure,J96,45-54,146.0,148.0,some
8932,2/1/2020,PA,Respiratory diseases,Respiratory failure,J96,55-64,480.0,485.0,some
8933,2/1/2020,PA,Respiratory diseases,Respiratory failure,J96,65-74,997.0,1020.0,some
8934,2/1/2020,PA,Respiratory diseases,Respiratory failure,J96,75-84,1490.0,1519.0,some
8935,2/1/2020,PA,Respiratory diseases,Respiratory failure,J96,85+,1954.0,1990.0,some
8936,2/1/2020,PA,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,some
8937,2/1/2020,PA,Respiratory diseases,Respiratory failure,J96,All Ages,5141.0,5236.0,some
8938,2/1/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,0.0,some
8942,2/1/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,55-64,14.0,14.0,some
8943,2/1/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,65-74,47.0,47.0,some
8944,2/1/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,75-84,66.0,66.0,some
8945,2/1/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,85+,118.0,118.0,some
8946,2/1/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,0.0,some
8947,2/1/2020,PA,Respiratory diseases,Respiratory arrest,R09.2,All Ages,255.0,255.0,some
8948,2/1/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,0.0,some
8951,2/1/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,13.0,13.0,some
8952,2/1/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,45.0,46.0,some
8953,2/1/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,69.0,72.0,some
8954,2/1/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,116.0,119.0,some
8955,2/1/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,141.0,143.0,some
8956,2/1/2020,PA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,0.0,some
